Produto;Data;Quantidade;Valor Total;Categoria
"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack";10/01/2012;31;162,58;Technology
Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish;10/01/2012;35;12741,81;Office Supplies
Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp;10/01/2012;25;322,73;Furniture
Bevis 36 x 72 Conference Tables;10/01/2012;45;5811,97;Furniture
Hewlett-Packard Deskjet 5550 Color Inkjet Printer;11/01/2012;1;171,71;Technology
#6 3/4 Gummed Flap White Envelopes;11/01/2012;42;437,73;Office Supplies
Newell 312;11/01/2012;40;250,13;Office Supplies
Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs;11/01/2012;35;9843,11;Furniture
Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers;11/01/2012;15;7190,06;Technology
"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" x 7""";11/01/2012;19;172,54;Office Supplies
Tenex Personal Project File with Scoop Front Design, Black;11/01/2012;30;380,28;Office Supplies
Hanging Personal Folder File;11/01/2012;16;275,01;Office Supplies
Xerox 1922;12/01/2012;27;145,93;Office Supplies
Nu-Dell Float Frame 11 x 14 1/2;12/01/2012;30;260,12;Furniture
Newell 336;12/01/2012;12;49,18;Office Supplies
GBC Standard Plastic Binding Systems Combs;12/01/2012;3;31,35;Office Supplies
Global Leather and Oak Executive Chair, Black;12/01/2012;21;6435,87;Furniture
Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl;12/01/2012;2;21,07;Office Supplies
#6 3/4 Gummed Flap White Envelopes;12/01/2012;43;412,62;Office Supplies
"Seth Thomas 12"" Clock w/ Goldtone Case";12/01/2012;20;430,41;Furniture
Logitech Cordless Access Keyboard;12/01/2012;11;312,03;Technology
"Wilson Jones 1"" Hanging DublLock® Ring Binders";13/01/2012;31;163,27;Office Supplies
O'Sullivan 3-Shelf Heavy-Duty Bookcases;13/01/2012;21;1217,5;Furniture
Global Stack Chair without Arms, Black;13/01/2012;17;441,53;Furniture
Xerox 215;13/01/2012;35;236,99;Office Supplies
Timeport L7089;13/01/2012;46;4617,34;Technology
Harmony HEPA Quiet Air Purifiers;13/01/2012;30;336,65;Office Supplies
Panasonic KX-P3626 Dot Matrix Printer;13/01/2012;47;24559,91;Technology
Canon PC940 Copier;14/01/2012;38;17605,77;Technology
"It's Hot Message Books with Stickers, 2 3/4"" x 5""";15/01/2012;30;215,85;Office Supplies
Strathmore Photo Mount Cards;15/01/2012;42;290,68;Office Supplies
Staples Colored Bar Computer Paper;15/01/2012;48;1585,6;Office Supplies
Newell 35;16/01/2012;29;106,78;Office Supplies
Sterilite Officeware Hinged File Box;16/01/2012;36;380,34;Office Supplies
Xerox 1937;16/01/2012;5;255,31;Office Supplies
Xerox 1939;16/01/2012;43;792,21;Office Supplies
GBC VeloBinder Electric Binding Machine;16/01/2012;33;3633,03;Office Supplies
"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""";16/01/2012;14;50,85;Office Supplies
Avery 491;16/01/2012;24;99,1;Office Supplies
V70;18/01/2012;5;901,37;Technology
V66;18/01/2012;45;4072,82;Technology
Avery Hi-Liter® Smear-Safe Highlighters;18/01/2012;19;117,27;Office Supplies
Global Deluxe Stacking Chair, Gray;18/01/2012;26;1333,18;Furniture
#6 3/4 Gummed Flap White Envelopes;18/01/2012;17;155,89;Office Supplies
Fellowes Staxonsteel® Drawer Files;18/01/2012;32;5934,39;Office Supplies
Carina Mini System Audio Rack, Model AR050B;19/01/2012;16;1684,96;Office Supplies
Bush Advantage Collection® Round Conference Table;19/01/2012;9;1662,05;Furniture
Hot File® 7-Pocket, Floor Stand;19/01/2012;46;8177,07;Office Supplies
SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black;19/01/2012;42;11460,76;Furniture
Master Giant Foot® Doorstop, Safety Yellow;19/01/2012;13;109,58;Furniture
Recycled Eldon Regeneration Jumbo File;19/01/2012;5;66,92;Office Supplies
Panasonic KX-P1150 Dot Matrix Printer;19/01/2012;50;6628,55;Technology
Hon 61000 Series Interactive Training Tables;19/01/2012;36;1606,4;Furniture
Staples Surge Protector 6 outlet;19/01/2012;31;354,45;Office Supplies
Berol Giant Pencil Sharpener;19/01/2012;13;238,43;Office Supplies
Global Troy Executive Leather Low-Back Tilter;20/01/2012;48;24701,12;Furniture
TI 36X Solar Scientific Calculator;20/01/2012;38;952,47;Technology
Personal Creations Ink Jet Cards and Labels;20/01/2012;19;208,28;Office Supplies
V 3600 Series;20/01/2012;3;171,96;Technology
TI 36X Solar Scientific Calculator;20/01/2012;28;697,5;Technology
Accessory13;21/01/2012;48;1494,23;Technology
Tyvek® Side-Opening Peel & Seel® Expanding Envelopes;21/01/2012;16;1554,53;Office Supplies
Avery 494;21/01/2012;40;111,04;Office Supplies
Verbatim DVD-R 4.7GB authoring disc;22/01/2012;40;1500,17;Technology
Lexmark Z54se Color Inkjet Printer;22/01/2012;2;202,64;Technology
TOPS Money Receipt Book, Consecutively Numbered in Red,;22/01/2012;45;377,31;Office Supplies
Round Ring Binders;22/01/2012;5;11,25;Office Supplies
Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright);22/01/2012;23;133,69;Office Supplies
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue";23/01/2012;41;221,08;Office Supplies
T39m;23/01/2012;11;1559,44;Technology
Microsoft Internet Keyboard;23/01/2012;7;145,42;Technology
Accessory8;23/01/2012;31;2080,04;Technology
Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection;23/01/2012;1;62,77;Office Supplies
Recycled Eldon Regeneration Jumbo File;24/01/2012;24;302,91;Office Supplies
Computer Printout Paper with Letter-Trim Perforations;24/01/2012;31;614,35;Office Supplies
Global Troy Executive Leather Low-Back Tilter;24/01/2012;47;23239,96;Furniture
Quartet Omega® Colored Chalk, 12/Pack;24/01/2012;31;172,99;Office Supplies
Newell 335;24/01/2012;1;3,63;Office Supplies
Computer Printout Paper with Letter-Trim Perforations;24/01/2012;48;878,75;Office Supplies
XtraLife® ClearVue Slant-D® Ring Binders by Cardinal;25/01/2012;30;251,11;Office Supplies
"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets";25/01/2012;12;480,73;Office Supplies
Xerox 210;25/01/2012;25;159,0;Office Supplies
"Executive Impressions 14"" Two-Color Numerals Wall Clock";26/01/2012;12;88,06;Furniture
Xerox 191;26/01/2012;5;107,41;Office Supplies
Sanford Pocket Accent® Highlighters;26/01/2012;43;74,17;Office Supplies
Epson LQ-570e Dot Matrix Printer;26/01/2012;4;1035,2;Technology
"Imation 3.5"" DS/HD IBM Formatted Diskettes, 10/Pack";26/01/2012;30;183,33;Technology
Verbatim DVD Rewritable Disc, Single-Sided, 4.7GB;27/01/2012;32;320,57;Technology
GBC ProClick 150 Presentation Binding System;27/01/2012;21;6688,66;Office Supplies
Imation Neon 80 Minute CD-R Spindle, 50/Pack;27/01/2012;13;463,83;Technology
Eldon® Expressions Wood and Plastic Desk Accessories, Oak;27/01/2012;22;247,45;Furniture
600 Series Flip;27/01/2012;40;3232,13;Technology
Avery Hole Reinforcements;27/01/2012;33;207,92;Office Supplies
Newell 343;27/01/2012;27;80,33;Office Supplies
6160;27/01/2012;7;685,72;Technology
"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack";28/01/2012;44;220,07;Technology
StarTAC Series;28/01/2012;41;2380,57;Technology
Sanford 52201 APSCO Electric Pencil Sharpener;28/01/2012;14;622,72;Office Supplies
Fellowes EZ Multi-Media Keyboard;28/01/2012;46;1591,89;Technology
Master Big Foot® Doorstop, Beige;29/01/2012;14;80,6;Furniture
Accessory31;30/01/2012;5;141,98;Technology
"Wilson Jones 1"" Hanging DublLock® Ring Binders";30/01/2012;17;86,47;Office Supplies
Belkin 105-Key Black Keyboard;30/01/2012;39;796,08;Technology
688;30/01/2012;21;3356,74;Technology
"Avery Trapezoid Extra Heavy Duty 4"" Binders";30/01/2012;43;1751,68;Office Supplies
Xerox 1894;30/01/2012;40;264,6;Office Supplies
"Howard Miller 13"" Diameter Goldtone Round Wall Clock";30/01/2012;36;1644,22;Furniture
Letter Size Cart;30/01/2012;23;3194,05;Office Supplies
Boston 1730 StandUp Electric Pencil Sharpener;30/01/2012;31;684,5;Office Supplies
Xerox 1887;31/01/2012;35;648,58;Office Supplies
Xerox 1997;31/01/2012;44;299,85;Office Supplies
Iris® 3-Drawer Stacking Bin, Black;31/01/2012;24;512,83;Office Supplies
80 Minute CD-R Spindle, 100/Pack - Staples;31/01/2012;21;787,63;Technology
Xerox 204;31/01/2012;43;270,56;Office Supplies
Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled;01/02/2012;31;2966,13;Furniture
Multi-Use Personal File Cart and Caster Set, Three Stacking Bins;01/02/2012;27;869,78;Office Supplies
Polycom ViewStation Adapter H323 Videoconferencing Unit;01/02/2012;9;17965,45;Technology
2160i;01/02/2012;12;2077,19;Technology
GBC VeloBinder Strips;01/02/2012;48;362,71;Office Supplies
Riverside Furniture Stanwyck Manor Table Series;01/02/2012;11;2503,01;Furniture
GBC DocuBind P100 Manual Binding Machine;02/02/2012;23;3982,21;Office Supplies
Xerox 21;02/02/2012;48;314,34;Office Supplies
Sanford Pocket Accent® Highlighters;02/02/2012;40;66,55;Office Supplies
Staples Pushpins;02/02/2012;36;66,41;Office Supplies
Xerox 1997;02/02/2012;18;122,02;Office Supplies
"Executive Impressions 12"" Wall Clock";02/02/2012;39;647,81;Furniture
Xerox Blank Computer Paper;04/02/2012;47;1001,17;Office Supplies
GBC Standard Plastic Binding Systems Combs;04/02/2012;29;258,61;Office Supplies
Ibico Covers for Plastic or Wire Binding Elements;05/02/2012;46;557,35;Office Supplies
Accessory6;05/02/2012;29;1415,15;Technology
Novimex Turbo Task Chair;05/02/2012;22;1505,67;Furniture
Tensor Computer Mounted Lamp;05/02/2012;22;75,19;Furniture
Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table;05/02/2012;40;3028,86;Furniture
"Wirebound Service Call Books, 5 1/2"" x 4""";05/02/2012;50;490,87;Office Supplies
StarTAC 7760;06/02/2012;43;2357,91;Technology
Chromcraft Rectangular Conference Tables;06/02/2012;46;11036,16;Furniture
Large Capacity Hanging Post Binders;06/02/2012;30;736,3;Office Supplies
Xerox 1904;06/02/2012;50;346,06;Office Supplies
Xerox 193;06/02/2012;13;75,89;Office Supplies
Imation Neon Mac Format Diskettes, 10/Pack;07/02/2012;37;316,35;Technology
Quartet Alpha® White Chalk, 12/Pack;07/02/2012;41;89,77;Office Supplies
SAFCO Arco Folding Chair;07/02/2012;6;1635,29;Furniture
Xerox 1940;07/02/2012;1;62,26;Office Supplies
Wilson Jones DublLock® D-Ring Binders;07/02/2012;45;299,94;Office Supplies
"Seth Thomas 8 1/2"" Cubicle Clock";07/02/2012;44;809,77;Furniture
i1000;07/02/2012;28;1650,41;Technology
Bagged Rubber Bands;07/02/2012;47;58,53;Office Supplies
Storex Dura Pro Binders;08/02/2012;29;169,61;Office Supplies
Keytronic French Keyboard;08/02/2012;50;3601,07;Technology
"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box";08/02/2012;18;1713,8;Furniture
SANFORD Major Accent Highlighters;08/02/2012;16;116,69;Office Supplies
Micro Innovations 104 Keyboard;08/02/2012;48;538,22;Technology
2180;08/02/2012;50;7703,97;Technology
6190;08/02/2012;24;1247,93;Technology
Avery File Folder Labels;08/02/2012;18;56,13;Office Supplies
Global Adaptabilities Conference Tables;09/02/2012;14;3049,63;Furniture
Bevis Round Conference Table Top, X-Base;09/02/2012;33;6170,02;Furniture
Accessory35;09/02/2012;41;1274,95;Technology
Fellowes Staxonsteel® Drawer Files;09/02/2012;2;381,6;Office Supplies
252;09/02/2012;1;61,1;Technology
PC Concepts 116 Key Quantum 3000 Keyboard;10/02/2012;20;638,72;Technology
Nu-Dell Executive Frame;10/02/2012;36;455,93;Furniture
2160;10/02/2012;14;1281,36;Technology
Wirebound Voice Message Log Book;10/02/2012;23;105,93;Office Supplies
Newell 31;10/02/2012;9;37,22;Office Supplies
O'Sullivan 3-Shelf Heavy-Duty Bookcases;11/02/2012;44;2507,79;Furniture
PC Concepts 116 Key Quantum 3000 Keyboard;11/02/2012;30;1052,68;Technology
Carina Double Wide Media Storage Towers in Natural & Black;11/02/2012;30;2536,31;Office Supplies
Xerox 1961;11/02/2012;35;186,89;Office Supplies
Global Deluxe Office Fabric Chairs;11/02/2012;50;4550,06;Furniture
GBC Linen Binding Covers;11/02/2012;3;110,0;Office Supplies
GBC Wire Binding Strips;11/02/2012;31;1024,31;Office Supplies
1726 Digital Answering Machine;11/02/2012;2;38,93;Technology
StarTAC 8000;11/02/2012;5;820,56;Technology
AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting;11/02/2012;35;3332,06;Technology
Howard Miller Distant Time Traveler Alarm Clock;12/02/2012;26;723,82;Furniture
Accessory31;12/02/2012;6;170,37;Technology
Xerox 21;12/02/2012;48;326,1;Office Supplies
"Imation 3.5"" DS/HD IBM Formatted Diskettes, 50/Pack";12/02/2012;27;435,27;Technology
Coloredge Poster Frame;12/02/2012;43;639,71;Furniture
Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection;12/02/2012;32;2409,96;Office Supplies
Peel-Off® China Markers;13/02/2012;15;136,49;Office Supplies
Staples Vinyl Coated Paper Clips, 800/Box;13/02/2012;15;128,27;Office Supplies
Ibico EPK-21 Electric Binding System;13/02/2012;1;1754,29;Office Supplies
Fellowes Binding Cases;13/02/2012;32;402,49;Office Supplies
Accessory6;14/02/2012;18;821,79;Technology
Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge;14/02/2012;7;516,65;Office Supplies
Avery 493;14/02/2012;23;115,1;Office Supplies
Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table;14/02/2012;11;663,78;Furniture
Peel & Stick Add-On Corner Pockets;14/02/2012;5;16,6;Office Supplies
5125;14/02/2012;34;5634,35;Technology
Hon 4-Shelf Metal Bookcases;14/02/2012;44;4462,23;Furniture
Xerox 1977;14/02/2012;32;225,16;Office Supplies
Imation Printable White 80 Minute CD-R Spindle, 50/Pack;15/02/2012;13;542,6;Technology
"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table";15/02/2012;40;13367,82;Furniture
Staples Bulldog Clip;15/02/2012;28;115,02;Office Supplies
GBC Poly Designer Binding Covers;15/02/2012;7;118,63;Office Supplies
Bell Sonecor JB700 Caller ID;15/02/2012;31;206,29;Technology
Newell 309;15/02/2012;1;13,53;Office Supplies
2160;15/02/2012;49;5008,76;Technology
Avery 494;16/02/2012;37;101,9;Office Supplies
Eldon® Executive Woodline II Desk Accessories, Mahogany;16/02/2012;7;187,33;Furniture
Acme® Preferred Stainless Steel Scissors;16/02/2012;45;259,17;Office Supplies
8290;16/02/2012;43;4697,03;Technology
Eldon Expressions Mahogany Wood Desk Collection;16/02/2012;4;31,18;Furniture
Avery 479;16/02/2012;8;21,99;Office Supplies
T39m;17/02/2012;20;2592,43;Technology
White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes;17/02/2012;14;157,49;Office Supplies
Rogers Handheld Barrel Pencil Sharpener;17/02/2012;20;59,85;Office Supplies
Accessory21;17/02/2012;4;76,87;Technology
Canon PC940 Copier;17/02/2012;49;21141,07;Technology
Acco Suede Grain Vinyl Round Ring Binder;17/02/2012;24;68,88;Office Supplies
Hon 4-Shelf Metal Bookcases;17/02/2012;15;1616,66;Furniture
Canon S750 Color Inkjet Printer;17/02/2012;42;5361,08;Technology
3390;17/02/2012;38;2157,31;Technology
DAX Clear Channel Poster Frame;17/02/2012;6;96,21;Furniture
Eldon Portable Mobile Manager;18/02/2012;19;540,56;Office Supplies
Iris Project Case;18/02/2012;38;299,01;Office Supplies
Anderson Hickey Conga Table Tops & Accessories;18/02/2012;50;794,58;Furniture
Bush Advantage Collection® Round Conference Table;18/02/2012;11;1884,21;Furniture
Memorex 4.7GB DVD-RAM, 3/Pack;18/02/2012;21;673,92;Technology
Fellowes Smart Surge Ten-Outlet Protector, Platinum;18/02/2012;37;2180,23;Office Supplies
Accessory36;18/02/2012;2;93,34;Technology
T61;18/02/2012;4;159,26;Technology
Avery 481;19/02/2012;42;128,13;Office Supplies
Avery 503;19/02/2012;50;512,33;Office Supplies
"Acme® 8"" Straight Scissors";19/02/2012;45;558,04;Office Supplies
Newell 323;19/02/2012;20;37,4;Office Supplies
"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack";19/02/2012;41;341,36;Technology
*Staples* Highlighting Markers;19/02/2012;12;56,73;Office Supplies
Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener;19/02/2012;32;1486,72;Office Supplies
Kleencut® Forged Office Shears by Acme United Corporation;20/02/2012;2;6,93;Office Supplies
"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear";21/02/2012;7;271,27;Furniture
Xerox 1930;23/02/2012;31;199,8;Office Supplies
Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6 x 11;23/02/2012;42;288,9;Office Supplies
Fellowes Binding Cases;23/02/2012;37;434,11;Office Supplies
Master Giant Foot® Doorstop, Safety Yellow;23/02/2012;39;290,3;Furniture
Global Deluxe Stacking Chair, Gray;23/02/2012;26;1363,0;Furniture
Xerox 1993;23/02/2012;9;70,88;Office Supplies
Peel & Seel® Recycled Catalog Envelopes, Brown;23/02/2012;29;337,38;Office Supplies
Global Troy Executive Leather Low-Back Tilter;23/02/2012;32;16313,51;Furniture
Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops;23/02/2012;48;4046,25;Furniture
Bevis 36 x 72 Conference Tables;23/02/2012;36;4698,5;Furniture
Avery Flip-Chart Easel Binder, Black;23/02/2012;16;347,47;Office Supplies
Newell 339;23/02/2012;24;68,97;Office Supplies
Phone 918;24/02/2012;43;7679,51;Technology
Eldon Expressions Mahogany Wood Desk Collection;24/02/2012;42;282,61;Furniture
Bagged Rubber Bands;24/02/2012;40;57,24;Office Supplies
"Bevis Round Bullnose 29"" High Table Top";25/02/2012;12;2409,42;Furniture
"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack";26/02/2012;4;21,84;Technology
Staples Surge Protector 6 outlet;26/02/2012;18;203,57;Office Supplies
Artistic Insta-Plaque;26/02/2012;29;433,44;Furniture
Acme® Forged Steel Scissors with Black Enamel Handles;26/02/2012;35;322,82;Office Supplies
"Geographics Note Cards, Blank, White, 8 1/2"" x 11""";26/02/2012;38;425,91;Office Supplies
Prang Drawing Pencil Set;27/02/2012;10;29,41;Office Supplies
Talkabout T8367;27/02/2012;36;1921,13;Technology
Xerox 1910;27/02/2012;32;1425,06;Office Supplies
Bretford Rectangular Conference Table Tops;27/02/2012;43;16886,76;Furniture
Lexmark Z54se Color Inkjet Printer;27/02/2012;33;3008,5;Technology
Bevis Round Conference Table Top, X-Base;27/02/2012;46;8246,86;Furniture
Memorex 4.7GB DVD-RAM, 3/Pack;27/02/2012;26;892,38;Technology
IBM 80 Minute CD-R Spindle, 50/Pack;27/02/2012;43;894,51;Technology
Ibico Hi-Tech Manual Binding System;27/02/2012;33;9758,7;Office Supplies
Wilson Jones Snap Scratch Pad Binder Tool for Ring Binders;29/02/2012;25;151,75;Office Supplies
GBC Wire Binding Strips;29/02/2012;8;250,29;Office Supplies
Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate;29/02/2012;7;251,59;Office Supplies
Eldon Wave Desk Accessories;01/03/2012;1;11,7;Furniture
Hand-Finished Solid Wood Document Frame;01/03/2012;28;961,06;Furniture
Eldon® 400 Class Desk Accessories, Black Carbon;01/03/2012;46;410,03;Furniture
Verbatim DVD-R 4.7GB authoring disc;01/03/2012;36;1435,95;Technology
Holmes Odor Grabber;01/03/2012;7;104,38;Office Supplies
"Executive Impressions 13"" Chairman Wall Clock";02/03/2012;16;423,07;Furniture
Xerox 1937;02/03/2012;33;1602,21;Office Supplies
Accessory9;02/03/2012;45;1375,38;Technology
Fellowes PB300 Plastic Comb Binding Machine;02/03/2012;30;11041,42;Office Supplies
BPI Conference Tables;02/03/2012;50;7666,04;Furniture
Canon MP41DH Printing Calculator;02/03/2012;37;5753,85;Technology
Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray;02/03/2012;17;1383,9;Technology
Sharp AL-1530CS Digital Copier;02/03/2012;27;14300,26;Technology
Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener;02/03/2012;3;62,88;Office Supplies
Xerox 1961;03/03/2012;5;32,69;Office Supplies
"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle";03/03/2012;42;4846,68;Furniture
5180;03/03/2012;46;2508,32;Technology
Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter;03/03/2012;23;1638,67;Office Supplies
"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue";03/03/2012;41;1665,81;Office Supplies
