Produto;EstoqueAtual;CustoUnitario;Fornecedor
PC008889;4,0;560,54;Não informado
PC008890;16,0;29,45;Não informado
PC008891;2,0;1634,59;Não informado
PC008892;15,0;482,04;Não informado
PC008893;19,0;175,83;Não informado
PC008894;1,0;1223,48;Não informado
PC008895;14,0;269,93;Não informado
PC008896;52,0;704,22;Não informado
PC008897;7,0;1926,01;Não informado
PC008898;24,0;813,87;Não informado
PC008899;4,0;203,78;Não informado
PC008900;15,0;820,33;Não informado
PC008901;11,0;2643,02;Não informado
PC008902;4,0;416,66;Não informado
PC008903;408,0;972,42;Não informado
PC008904;5,0;426,79;Não informado
PC008905;26,0;478,61;Não informado
PC008906;4,0;1493,81;Não informado
PC008907;8,0;475,54;Não informado
PC008908;15,0;327,98;Não informado
PC008909;28,0;443,74;Não informado
PC008910;10,0;707,48;Não informado
PC008911;16,0;768,23;Não informado
PC008912;120,0;1379,67;Não informado
PC008913;14,0;3465,19;Não informado
PC008914;15,0;806,72;Não informado
PC008915;16,0;440,05;Não informado
PC008916;52,0;2748,53;Não informado
PC008917;28,0;67,25;Não informado
PC008918;7,0;743,43;Não informado
PC008919;921,0;395,34;Não informado
PC008920;4,0;6286,07;Não informado
PC008921;25,0;1170,24;Não informado
PC008922;9,0;863,28;Não informado
PC008923;163,0;92,84;Não informado
PC008924;2,0;291,49;Não informado
PC008925;24,0;236,25;Não informado
PC008926;529,0;74,67;Não informado
PC008927;11,0;89,38;Não informado
PC008928;21,0;223,8;Não informado
PC008929;20,0;82,74;Não informado
PC008930;45,0;837,22;Não informado
PC008931;3,0;1509,9;Não informado
PC008932;119,0;1017,84;Não informado
PC008933;33,0;1366,63;Não informado
PC008934;64,0;650,64;Não informado
PC008935;45,0;118,93;Não informado
PC008936;6,0;52,49;Não informado
PC008937;37,0;49,08;Não informado
PC008938;5,0;691,94;Não informado
PC008940;2,0;878,77;Não informado
PC008941;6,0;3605,59;Não informado
PC008942;3,0;253,62;Não informado
PC008943;50,0;5405,23;Não informado
PC008944;8,0;229,77;Não informado
PC008945;49,0;122,16;Não informado
PC008946;69,0;75,52;Não informado
PC008947;14,0;108,17;Não informado
PC008948;23,0;5670,83;Não informado
PC008949;2,0;817,06;Não informado
PC008950;73,0;178,77;Não informado
PC008951;34,0;753,4;Não informado
PC008952;6,0;756,9;Não informado
PC008953;4,0;277,44;Não informado
PC008954;74,0;119,99;Não informado
PC008955;183,0;1268,78;Não informado
PC008956;12,0;2749,03;Não informado
PC008957;97,0;58,74;Não informado
PC008958;4,0;1226,26;Não informado
PC008959;5,0;899,45;Não informado
PC008960;3,0;412,76;Não informado
PC008961;1,0;704,47;Não informado
PC008962;459,0;3557,61;Não informado
PC008963;12,0;107,0;Não informado
PC008965;3,0;714,5;Não informado
PC008966;4,0;614,09;Não informado
PC008967;10,0;5335,78;Não informado
PC008968;18,0;123,76;Não informado
PC008969;117,0;520,15;Não informado
PC008970;57,0;1758,81;Não informado
PC008971;3,0;386,02;Não informado
PC008972;6,0;232,67;Não informado
PC008973;6,0;2760,73;Não informado
PC008974;24,0;1085,35;Não informado
PC008975;13,0;105,36;Não informado
PC008976;15,0;1203,54;Não informado
PC008977;2,0;4235,77;Não informado
PC008978;9,0;421,1;Não informado
PC008979;14,0;835,82;Não informado
PC008980;60,0;4627,19;Não informado
PC008981;32,0;543,04;Não informado
PC008982;37,0;204,52;Não informado
PC008983;5,0;1683,51;Não informado
PC008984;2,0;4785,38;Não informado
PC008985;42,0;4819,37;Não informado
PC008986;1,0;5249,59;Não informado
PC008987;64,0;1062,19;Não informado
PC008989;32,0;178,96;Não informado
PC008990;2,0;1352,19;Não informado
PC008991;18,0;1740,29;Não informado
PC008992;121,0;1076,5;Não informado
PC008993;18,0;113,86;Não informado
PC008994;32,0;1045,5;Não informado
PC008995;9,0;262,36;Não informado
PC008996;1,0;725,99;Não informado
PC008997;9,0;1496,59;Não informado
PC008998;49,0;500,65;Não informado
PC008999;6,0;898,07;Não informado
PC009000;7,0;71,57;Não informado
PC009001;10,0;21,34;Não informado
PC009002;3,0;237,51;Não informado
PC009003;1,0;1469,89;Não informado
PC009004;0,0;1042,24;Não informado
PC009005;4,0;4895,67;Não informado
PC009006;8,0;1583,23;Não informado
PC009007;11,0;6326,66;Não informado
PC009008;25,0;245,6;Não informado
PC009009;22,0;305,83;Não informado
PC009010;15,0;27,63;Não informado
PC009011;32,0;271,35;Não informado
PC009012;1,0;3793,54;Não informado
PC009013;117,0;704,61;Não informado
PC009014;6,0;235,35;Não informado
PC009015;2,0;1166,25;Não informado
PC009016;43,0;457,97;Não informado
PC009017;5,0;1148,48;Não informado
PC009018;44,0;56,74;Não informado
PC009019;15,0;1938,95;Não informado
PC009020;15,0;5599,51;Não informado
PC009022;3,0;4305,43;Não informado
PC009023;1,0;238,33;Não informado
PC009024;5,0;369,36;Não informado
PC009025;11,0;786,63;Não informado
PC009026;168,0;4662,77;Não informado
PC009027;15,0;224,49;Não informado
PC009028;2,0;360,36;Não informado
PC009029;26,0;1798,03;Não informado
PC009030;3,0;560,64;Não informado
PC009031;7,0;3992,38;Não informado
PC009033;31,0;877,37;Não informado
PC009034;2,0;1262,17;Não informado
PC009035;4,0;418,55;Não informado
PC009036;6,0;220,39;Não informado
PC009037;4,0;1020,17;Não informado
PC009038;64,0;1075,54;Não informado
PC009039;34,0;407,63;Não informado
PC009040;38,0;63,85;Não informado
PC009041;3,0;5501,91;Não informado
PC009042;14,0;239,63;Não informado
PC009043;82,0;525,98;Não informado
PC009044;9,0;1252,2;Não informado
PC009045;14,0;816,44;Não informado
PC009046;1,0;609,95;Não informado
PC009047;2,0;1657,83;Não informado
PC009048;2,0;5635,18;Não informado
PC009049;0,0;6406,87;Não informado
PC009050;1,0;4252,65;Não informado
PC009051;18,0;824,87;Não informado
PC009052;2,0;169,93;Não informado
PC009053;9,0;262,3;Não informado
PC009054;9,0;98,85;Não informado
PC009055;20,0;1586,42;Não informado
PC009056;8,0;746,02;Não informado
PC009057;87,0;90,53;Não informado
PC009058;116,0;848,94;Não informado
PC009059;10,0;1395,73;Não informado
PC009060;54,0;545,21;Não informado
PC009061;3,0;2049,59;Não informado
PC009062;38,0;633,22;Não informado
PC009063;1,0;616,52;Não informado
PC009064;2,0;87,59;Não informado
PC009065;40,0;109,16;Não informado
PC009066;101,0;132,23;Não informado
PC009067;2,0;1667,48;Não informado
PC009068;1,0;373,61;Não informado
PC009069;109,0;3519,62;Não informado
PC009070;70,0;419,76;Não informado
PC009071;20,0;4905,13;Não informado
PC009072;13,0;349,96;Não informado
PC009073;14,0;253,95;Não informado
PC009074;23,0;58,88;Não informado
PC009076;6,0;3230,3;Não informado
PC009077;15,0;464,0;Não informado
PC009078;11,0;380,97;Não informado
PC009079;125,0;794,23;Não informado
PC009080;10,0;1177,2;Não informado
PC009081;3,0;352,03;Não informado
PC009082;21,0;72,69;Não informado
PC009083;11,0;2567,21;Não informado
PC009084;10,0;5890,32;Não informado
PC009085;6,0;244,51;Não informado
PC009086;6,0;1904,73;Não informado
PC009087;19,0;968,86;Não informado
PC009088;4,0;521,34;Não informado
PC009089;60,0;4456,55;Não informado
PC009090;41,0;5142,25;Não informado
PC009091;114,0;109,68;Não informado
PC009092;2,0;5589,36;Não informado
PC009093;323,0;2135,83;Não informado
PC009094;4,0;666,77;Não informado
PC009095;1,0;612,05;Não informado
PC009096;59,0;172,85;Não informado
PC009097;7,0;326,52;Não informado
PC009098;8,0;1042,67;Não informado
PC009099;6,0;417,77;Não informado
PC009100;7,0;140,95;Não informado
PC009101;3,0;7236,79;Não informado
PC009102;16,0;208,65;Não informado
PC009103;1,0;125,85;Não informado
PC009104;4,0;917,34;Não informado
PC009105;7,0;2547,18;Não informado
PC009106;31,0;1039,86;Não informado
PC009107;8,0;861,01;Não informado
PC009108;5,0;4596,92;Não informado
PC009109;17,0;586,97;Não informado
PC009110;206,0;198,05;Não informado
PC009111;2,0;895,64;Não informado
PC009112;14,0;6680,29;Não informado
PC009113;3,0;331,82;Não informado
PC009115;10,0;919,3;Não informado
PC009116;22,0;283,64;Não informado
PC009117;3,0;335,78;Não informado
PC009118;12,0;363,63;Não informado
PC009119;1,0;592,41;Não informado
PC009120;23,0;149,97;Não informado
PC009121;3,0;42,81;Não informado
PC009122;1,0;202,16;Não informado
PC009123;2,0;346,98;Não informado
PC009124;11,0;855,86;Não informado
PC009125;9,0;758,63;Não informado
PC009126;3,0;827,52;Não informado
PC009127;14,0;369,83;Não informado
PC009128;9,0;22,24;Não informado
PC009129;2,0;58,22;Não informado
PC009130;16,0;981,68;Não informado
PC009131;22,0;1409,08;Não informado
PC009132;4,0;583,05;Não informado
PC009133;61,0;5490,1;Não informado
PC009134;16,0;1772,89;Não informado
PC009135;5,0;1656,93;Não informado
PC009136;5,0;553,93;Não informado
PC009137;16,0;172,07;Não informado
PC009138;54,0;90,95;Não informado
PC009139;12,0;136,86;Não informado
PC009140;5,0;5918,31;Não informado
PC009141;19,0;491,8;Não informado
PC009142;579,0;130,29;Não informado
PC009143;1,0;822,63;Não informado
PC009144;22,0;670,12;Não informado
PC009145;2,0;1034,49;Não informado
PC009146;293,0;18,48;Não informado
PC009147;1,0;1545,08;Não informado
PC009148;49,0;857,64;Não informado
PC009149;11,0;267,26;Não informado
PC009150;112,0;1982,68;Não informado
PC009151;25,0;880,59;Não informado
PC009152;84,0;796,12;Não informado
PC009153;25,0;2469,7;Não informado
PC009154;12,0;2971,35;Não informado
PC009155;7,0;313,53;Não informado
PC009156;1,0;3530,5;Não informado
PC009157;40,0;572,39;Não informado
PC009158;17,0;199,3;Não informado
PC009159;82,0;273,67;Não informado
PC009160;2,0;1589,47;Não informado
PC009161;9,0;112,77;Não informado
PC009162;2,0;772,71;Não informado
PC009164;1,0;341,12;Não informado
PC009165;4,0;2716,95;Não informado
PC009166;10,0;929,55;Não informado
PC009167;411,0;1559,43;Não informado
PC009168;3,0;925,72;Não informado
PC009169;2,0;366,93;Não informado
PC009170;87,0;122,82;Não informado
PC009171;7,0;826,06;Não informado
PC009172;23,0;684,64;Não informado
PC009173;12,0;597,18;Não informado
PC009174;65,0;246,97;Não informado
PC009175;1,0;2078,27;Não informado
PC009176;103,0;458,2;Não informado
PC009177;26,0;4290,52;Não informado
PC009178;2,0;3671,79;Não informado
PC009179;77,0;123,8;Não informado
PC009180;14,0;57,87;Não informado
PC009181;59,0;117,57;Não informado
PC009182;95,0;923,16;Não informado
PC009183;66,0;351,44;Não informado
PC009184;62,0;316,81;Não informado
PC009185;1,0;24,29;Não informado
PC009186;2,0;987,13;Não informado
PC009187;5,0;178,58;Não informado
PC009188;6,0;932,61;Não informado
PC009189;14,0;2001,51;Não informado
PC009190;3,0;181,37;Não informado
PC009191;298,0;504,85;Não informado
PC009192;8,0;100,07;Não informado
PC009193;72,0;62,76;Não informado
PC009194;1,0;557,08;Não informado
PC009195;32,0;956,19;Não informado
PC009196;31,0;1157,22;Não informado
PC009197;1,0;5282,78;Não informado
PC009198;3,0;838,91;Não informado
PC009199;0,0;460,15;Não informado
PC009200;73,0;495,2;Não informado
PC009201;15,0;342,47;Não informado
PC009202;1,0;52,01;Não informado
PC009203;17,0;371,62;Não informado
PC009205;8,0;125,53;Não informado
PC009206;22,0;196,1;Não informado
PC009207;26,0;314,13;Não informado
PC009208;7,0;1206,75;Não informado
PC009209;33,0;116,65;Não informado
PC009210;6,0;50,95;Não informado
PC009211;19,0;1539,87;Não informado
PC009212;270,0;4693,11;Não informado
PC009213;1,0;254,48;Não informado
PC009214;15,0;4886,13;Não informado
PC009215;95,0;662,4;Não informado
PC009217;403,0;952,86;Não informado
PC009218;2,0;4008,72;Não informado
PC009219;15,0;227,93;Não informado
PC009220;47,0;2139,72;Não informado
PC009221;10,0;473,93;Não informado
PC009222;9,0;679,06;Não informado
PC009223;7,0;738,99;Não informado
PC009224;11,0;124,18;Não informado
PC009225;108,0;569,82;Não informado
PC009226;16,0;1404,51;Não informado
PC009227;7,0;117,28;Não informado
PC009228;4,0;135,86;Não informado
PC009229;9,0;4219,45;Não informado
PC009230;16,0;355,66;Não informado
PC009231;2,0;584,02;Não informado
PC009232;26,0;338,34;Não informado
PC009233;17,0;3592,68;Não informado
PC009234;4,0;386,28;Não informado
PC009235;12,0;851,19;Não informado
PC009236;0,0;5096,95;Não informado
PC009237;14,0;917,57;Não informado
PC009238;20,0;476,27;Não informado
PC009239;9,0;2414,16;Não informado
PC009240;3,0;4697,6;Não informado
PC009241;46,0;1595,17;Não informado
PC009242;9,0;4470,18;Não informado
PC009243;1,0;300,4;Não informado
PC009244;80,0;338,38;Não informado
PC009245;9,0;225,89;Não informado
PC009246;3,0;233,48;Não informado
PC009247;522,0;1053,33;Não informado
PC009248;2,0;745,31;Não informado
PC009249;58,0;84,14;Não informado
PC009250;3,0;191,75;Não informado
PC009251;5,0;1836,15;Não informado
PC009252;3,0;211,91;Não informado
PC009253;10,0;951,44;Não informado
PC009254;9,0;711,42;Não informado
PC009255;38,0;1149,63;Não informado
PC009256;15,0;36,29;Não informado
PC009257;29,0;119,79;Não informado
PC009258;4,0;442,14;Não informado
PC009259;38,0;312,46;Não informado
PC009260;34,0;515,1;Não informado
PC009262;12,0;782,0;Não informado
PC009263;22,0;824,13;Não informado
PC009264;7,0;531,73;Não informado
PC009265;22,0;294,4;Não informado
PC009266;5,0;53,77;Não informado
PC009267;24,0;96,01;Não informado
PC009269;23,0;226,62;Não informado
PC009270;2,0;308,68;Não informado
PC009271;4,0;298,2;Não informado
PC009272;4,0;489,16;Não informado
PC009273;61,0;629,26;Não informado
PC009274;5,0;77,1;Não informado
PC009275;21,0;383,83;Não informado
PC009276;11,0;948,09;Não informado
PC009277;34,0;292,95;Não informado
PC009278;20,0;1226,62;Não informado
PC009279;9,0;455,11;Não informado
PC009280;108,0;880,35;Não informado
PC009281;33,0;2898,07;Não informado
PC009282;154,0;569,33;Não informado
PC009283;13,0;162,93;Não informado
PC009285;180,0;2649,29;Não informado
PC009286;43,0;987,28;Não informado
PC009287;14,0;4708,2;Não informado
PC009288;2,0;1341,42;Não informado
PC009289;12,0;864,69;Não informado
PC009290;173,0;1144,09;Não informado
PC009291;2,0;380,14;Não informado
PC009292;13,0;348,05;Não informado
PC009293;29,0;2734,98;Não informado
PC009294;6,0;905,0;Não informado
PC009295;6,0;194,23;Não informado
PC009296;1,0;1033,68;Não informado
PC009297;16,0;3341,17;Não informado
PC009298;8,0;288,64;Não informado
PC009299;14,0;336,99;Não informado
PC009301;10,0;602,54;Não informado
PC009302;43,0;409,74;Não informado
PC009303;39,0;2903,58;Não informado
PC009304;10,0;5555,45;Não informado
PC009305;28,0;2894,18;Não informado
PC009306;2,0;5962,65;Não informado
PC009307;18,0;1035,28;Não informado
PC009308;7,0;45,3;Não informado
PC009309;23,0;85,9;Não informado
PC009310;3,0;893,65;Não informado
PC009311;38,0;1038,77;Não informado
PC009312;3,0;629,88;Não informado
PC009313;11,0;113,37;Não informado
PC009314;2,0;477,01;Não informado
PC009315;10,0;1138,88;Não informado
PC009316;37,0;347,81;Não informado
PC009317;15,0;1971,14;Não informado
PC009318;5,0;374,33;Não informado
PC009319;15,0;318,45;Não informado
PC009320;219,0;86,4;Não informado
PC009321;35,0;94,41;Não informado
PC009322;10,0;299,5;Não informado
PC009323;196,0;298,2;Não informado
PC009324;21,0;242,71;Não informado
PC009325;6,0;1965,32;Não informado
PC009326;33,0;528,5;Não informado
PC009327;9,0;7680,22;Não informado
PC009328;1,0;144,11;Não informado
PC009329;104,0;130,51;Não informado
PC009330;8,0;21,27;Não informado
PC009331;9,0;176,46;Não informado
PC009332;54,0;4774,45;Não informado
PC009333;23,0;662,42;Não informado
PC009334;69,0;284,27;Não informado
PC009335;2,0;430,45;Não informado
PC009336;4,0;392,75;Não informado
PC009337;1,0;349,75;Não informado
PC009338;21,0;39,79;Não informado
PC009339;2,0;1789,35;Não informado
PC009340;40,0;4786,32;Não informado
PC009341;2,0;383,66;Não informado
PC009342;49,0;1494,65;Não informado
PC009343;4,0;532,84;Não informado
PC009344;0,0;809,95;Não informado
PC009345;14,0;4423,14;Não informado
PC009346;10,0;5580,32;Não informado
PC009347;3,0;266,82;Não informado
PC009348;7,0;925,79;Não informado
PC009349;4,0;1378,97;Não informado
PC009350;12,0;398,02;Não informado
PC009351;17,0;1115,79;Não informado
PC009352;5,0;894,99;Não informado
PC009353;1,0;132,72;Não informado
PC009354;1,0;1624,19;Não informado
PC009355;12,0;371,2;Não informado
PC009356;2,0;196,64;Não informado
PC009357;1,0;1620,06;Não informado
PC009358;41,0;158,99;Não informado
PC009359;2,0;773,91;Não informado
PC009360;139,0;1411,05;Não informado
PC009361;23,0;5919,27;Não informado
PC009362;69,0;1334,11;Não informado
PC009363;28,0;367,28;Não informado
PC009364;69,0;1929,52;Não informado
PC009365;14,0;225,12;Não informado
PC009366;20,0;590,38;Não informado
PC009367;8,0;1405,8;Não informado
PC009368;10,0;1289,65;Não informado
PC009369;13,0;1080,49;Não informado
PC009370;15,0;4450,09;Não informado
PC009371;15,0;571,94;Não informado
PC009372;19,0;256,38;Não informado
PC009373;49,0;242,51;Não informado
PC009374;6,0;890,64;Não informado
PC009375;1,0;150,3;Não informado
PC009376;27,0;354,28;Não informado
PC009377;74,0;106,65;Não informado
PC009378;6,0;457,85;Não informado
PC009379;0,0;679,96;Não informado
PC009380;12,0;1144,23;Não informado
PC009381;26,0;1199,16;Não informado
PC009382;231,0;218,6;Não informado
PC009383;718,0;470,48;Não informado
PC009384;4,0;108,64;Não informado
PC009385;33,0;21,95;Não informado
PC009386;3,0;399,49;Não informado
PC009387;39,0;1192,44;Não informado
PC009388;95,0;566,02;Não informado
PC009389;7,0;2734,41;Não informado
PC009390;19,0;1818,69;Não informado
PC009391;13,0;1229,47;Não informado
PC009392;21,0;1019,76;Não informado
PC009393;4,0;105,17;Não informado
PC009394;5,0;35,27;Não informado
PC009395;1,0;343,09;Não informado
PC009396;11,0;2783,59;Não informado
PC009397;10,0;577,97;Não informado
